gene,sample,expression,time
Pla2g4e,GSM2545337,260,0
Lpar1,GSM2545337,2075,0
Il12rb1,GSM2545337,59,0
Enpp6,GSM2545337,799,0
Ermn,GSM2545337,4519,0
Marcksl1,GSM2545337,1257,0
Ubqln4,GSM2545337,3045,0
Glt8d1,GSM2545337,1176,0
Ddx25,GSM2545337,1153,0
Gpr17,GSM2545337,1250,0
Cat,GSM2545337,2088,0
Wwox,GSM2545337,761,0
Phkg1,GSM2545337,625,0
Ppp1r3f,GSM2545337,734,0
Mrpl35,GSM2545337,1172,0
Nudt9,GSM2545337,1261,0
Lypd6,GSM2545337,1190,0
Spice1,GSM2545337,644,0
Tuba8,GSM2545337,1355,0
Spon1,GSM2545337,3615,0
Nfya,GSM2545337,1003,0
Sc5d,GSM2545337,4371,0
Aldh18a1,GSM2545337,878,0
Ebp,GSM2545337,1108,0
Srr,GSM2545337,3027,0
Gm14827,GSM2545337,277,0
Gm31135,GSM2545337,78,0
Adam17,GSM2545337,1191,0
Slc39a2,GSM2545337,608,0
Snn,GSM2545337,3899,0
Hnrnpc,GSM2545337,9169,0
Srbd1,GSM2545337,505,0
Ptp4a1,GSM2545337,1556,0
Tppp,GSM2545337,11493,0
Stac3,GSM2545337,127,0
Emid1,GSM2545337,445,0
Cotl1,GSM2545337,2787,0
Ovgp1,GSM2545337,456,0
Ssx2ip,GSM2545337,2909,0
Hsd3b7,GSM2545337,662,0
Kazald1,GSM2545337,152,0
Omd,GSM2545337,147,0
Bcas1,GSM2545337,6436,0
Gm9925,GSM2545337,220,0
Dleu2,GSM2545337,399,0
Chil3,GSM2545337,25,0
Deaf1,GSM2545337,1772,0
Dusp19,GSM2545337,337,0
Gkn3,GSM2545337,115,0
Pllp,GSM2545337,1458,0
Sox2ot,GSM2545337,887,0
Ntf3,GSM2545337,249,0
Lum,GSM2545337,247,0
Gm20751,GSM2545337,51,0
Thnsl2,GSM2545337,114,0
Slc2a4rg-ps,GSM2545337,385,0
Agpat5,GSM2545337,4041,0
Mdk,GSM2545337,791,0
Penk,GSM2545337,2804,0
Cirbp,GSM2545337,1652,0
Aloxe3,GSM2545337,301,0
Nudt5,GSM2545337,582,0
Serpinb1a,GSM2545337,470,0
Mt1,GSM2545337,6909,0
Fgfr3,GSM2545337,3509,0
Myo1d,GSM2545337,704,0
Cd99l2,GSM2545337,3163,0
C2cd2,GSM2545337,887,0
Brsk2,GSM2545337,5511,0
Mrrf,GSM2545337,518,0
Snhg4,GSM2545337,195,0
Hmgcs1,GSM2545337,7434,0
Stk17b,GSM2545337,4647,0
Cyp51,GSM2545337,2615,0
Gria4,GSM2545337,26928,0
Ttyh1,GSM2545337,20980,0
Slc13a1,GSM2545337,161,0
Phf7,GSM2545337,131,0
Get4,GSM2545337,1077,0
Gstm1,GSM2545337,7281,0
Fbxo31,GSM2545337,2233,0
Padi2,GSM2545337,1199,0
Gnmt,GSM2545337,140,0
Paip2b,GSM2545337,3492,0
Slc17a9,GSM2545337,12,0
Vopp1,GSM2545337,1660,0
Ogdhl,GSM2545337,3551,0
Dcaf12,GSM2545337,2747,0
Rorc,GSM2545337,772,0
Cp,GSM2545337,1305,0
Jade2,GSM2545337,1744,0
Nbl1,GSM2545337,2033,0
Hsph1,GSM2545337,6370,0
Serf2,GSM2545337,3747,0
Rasgef1a,GSM2545337,3120,0
Prrg1,GSM2545337,573,0
Etnppl,GSM2545337,4713,0
Cyp4f15,GSM2545337,145,0
Ankrd29,GSM2545337,1206,0
Gm27252,GSM2545337,40,0
Kctd2,GSM2545337,2282,0
Iigp1,GSM2545337,70,0
Ak4,GSM2545337,5104,0
Idh2,GSM2545337,1048,0
Camkk1,GSM2545337,2099,0
Rftn2,GSM2545337,1327,0
Igtp,GSM2545337,119,0
Bche,GSM2545337,441,0
Marcks,GSM2545337,6999,0
Pabpc4,GSM2545337,772,0
Pmp22,GSM2545337,1387,0
Car14,GSM2545337,651,0
Serpinh1,GSM2545337,1231,0
Ppp1r13b,GSM2545337,2380,0
Tfrc,GSM2545337,5805,0
Smox,GSM2545337,1828,0
Tjap1,GSM2545337,765,0
Msmo1,GSM2545337,2025,0
Slc26a8,GSM2545337,86,0
Eml3,GSM2545337,778,0
Csf2ra,GSM2545337,394,0
Rnf141,GSM2545337,3342,0
Slc25a16,GSM2545337,1239,0
Echdc1,GSM2545337,1554,0
Eid2b,GSM2545337,633,0
Piga,GSM2545337,569,0
Ccdc149,GSM2545337,886,0
Car15,GSM2545337,585,0
Eny2,GSM2545337,2313,0
Mroh1,GSM2545337,3202,0
Pcyox1l,GSM2545337,651,0
Ankrd39,GSM2545337,306,0
Timeless,GSM2545337,267,0
Sparc,GSM2545337,36311,0
Slc7a10,GSM2545337,1453,0
Ppp1r2,GSM2545337,4143,0
Psmf1,GSM2545337,1002,0
Adat1,GSM2545337,259,0
Slc6a12,GSM2545337,162,0
Snhg3,GSM2545337,151,0
Prg4,GSM2545337,366,0
Plod1,GSM2545337,992,0
Whamm,GSM2545337,755,0
Ttpa,GSM2545337,566,0
Thbs3,GSM2545337,172,0
Gltp,GSM2545337,1545,0
Pex6,GSM2545337,1502,0
Aim2,GSM2545337,132,0
Ednrb,GSM2545337,5946,0
Nuf2,GSM2545337,148,0
Mog,GSM2545337,3244,0
Ccl27a,GSM2545337,1681,0
Tac4,GSM2545337,14,0
Snhg8,GSM2545337,293,0
Ak6,GSM2545337,321,0
Kctd20,GSM2545337,2874,0
Itgb4,GSM2545337,613,0
Zfp810,GSM2545337,439,0
Gm33489,GSM2545337,171,0
Gna12,GSM2545337,1662,0
Cyp4v3,GSM2545337,630,0
Pkp4,GSM2545337,10377,0
Agpat1,GSM2545337,2315,0
Gipr,GSM2545337,15,0
Edn3,GSM2545337,318,0
Prr15,GSM2545337,30,0
Traf1,GSM2545337,207,0
Pim2,GSM2545337,1251,0
Lrrc8a,GSM2545337,2956,0
Erp44,GSM2545337,1938,0
Tmem33,GSM2545337,6353,0
Fen1,GSM2545337,493,0
Tfap4,GSM2545337,257,0
Lman2,GSM2545337,3031,0
Senp8,GSM2545337,278,0
Alg14,GSM2545337,751,0
Ddah1,GSM2545337,4155,0
Pomt1,GSM2545337,542,0
Rab3b,GSM2545337,331,0
Lrrc29,GSM2545337,51,0
Nqo1,GSM2545337,345,0
Gpr137b,GSM2545337,495,0
Pcif1,GSM2545337,2029,0
Qdpr,GSM2545337,4943,0
Dcdc2b,GSM2545337,240,0
Rap2a,GSM2545337,2762,0
Cnpy4,GSM2545337,535,0
Wdr41,GSM2545337,1468,0
Gm20627,GSM2545337,31,0
Mmaa,GSM2545337,1459,0
Gm13562,GSM2545337,31,0
Cd70,GSM2545337,30,0
Itm2a,GSM2545337,2248,0
Avil,GSM2545337,47,0
Zscan22,GSM2545337,535,0
Itgb3,GSM2545337,89,0
Col11a2,GSM2545337,500,0
Apoc1,GSM2545337,51,0
Tmeff2,GSM2545337,2234,0
Tyro3,GSM2545337,5668,0
Ift22,GSM2545337,1110,0
Mtmr7,GSM2545337,2225,0
Gabrr2,GSM2545337,58,0
Ube2v2,GSM2545337,1963,0
C77080,GSM2545337,874,0
Elovl5,GSM2545337,4446,0
Serinc5,GSM2545337,2913,0
Pyroxd2,GSM2545337,182,0
Ypel2,GSM2545337,2188,0
Parp3,GSM2545337,297,0
Xpo1,GSM2545337,6065,0
Polr2a,GSM2545337,4123,0
Tspyl4,GSM2545337,26309,0
Irgm1,GSM2545337,244,0
Cep131,GSM2545337,598,0
Sema4d,GSM2545337,3869,0
Gbp6,GSM2545337,135,0
Zfp119b,GSM2545337,174,0
Eps15,GSM2545337,14052,0
Pxmp2,GSM2545337,187,0
Tomm40l,GSM2545337,1725,0
Atat1,GSM2545337,1038,0
Chrac1,GSM2545337,309,0
Mrpl24,GSM2545337,1479,0
Ipo9,GSM2545337,6337,0
Actg1,GSM2545337,7139,0
Noxred1,GSM2545337,98,0
Gm20501,GSM2545337,74,0
H2-K1,GSM2545337,781,0
Lig1,GSM2545337,492,0
Morn2,GSM2545337,247,0
Dcakd,GSM2545337,1053,0
Nop14,GSM2545337,992,0
Bbs1,GSM2545337,1389,0
Tada2b,GSM2545337,1074,0
Gal3st1,GSM2545337,299,0
Xpc,GSM2545337,622,0
Irf2bp2,GSM2545337,2789,0
Spns2,GSM2545337,1731,0
Pole,GSM2545337,84,0
Fam78b,GSM2545337,1689,0
Ggcx,GSM2545337,853,0
Anks1,GSM2545337,2134,0
Pgm2,GSM2545337,3108,0
Zgrf1,GSM2545337,335,0
Alkbh3,GSM2545337,396,0
Dnd1,GSM2545337,60,0
Lime1,GSM2545337,2050,0
Trim23,GSM2545337,3692,0
Abhd14a,GSM2545337,495,0
Zkscan3,GSM2545337,1840,0
Fam131b,GSM2545337,7325,0
Elovl1,GSM2545337,645,0
Trim72,GSM2545337,20,0
Klhdc9,GSM2545337,68,0
Iqck,GSM2545337,84,0
Smim14,GSM2545337,4952,0
Kcnab3,GSM2545337,1293,0
Ing5,GSM2545337,461,0
Cnnm3,GSM2545337,1794,0
Fn3k,GSM2545337,968,0
Cnp,GSM2545337,16482,0
Uros,GSM2545337,598,0
Eml1,GSM2545337,2686,0
Lgals3,GSM2545337,63,0
Gjb1,GSM2545337,650,0
Dynll1,GSM2545337,2746,0
Cyp2j12,GSM2545337,133,0
Crip3,GSM2545337,32,0
Sbk1,GSM2545337,22823,0
Camkk2,GSM2545337,11304,0
Setd7,GSM2545337,19472,0
Btf3l4,GSM2545337,1648,0
Acbd4,GSM2545337,976,0
Gm16835,GSM2545337,143,0
Gpr37,GSM2545337,2030,0
Prr5l,GSM2545337,594,0
Slain1,GSM2545337,1913,0
Calr,GSM2545337,11498,0
Bst1,GSM2545337,6,0
Fmnl3,GSM2545337,314,0
Gpr89,GSM2545337,704,0
Zranb1,GSM2545337,5306,0
Col27a1,GSM2545337,813,0
Emc8,GSM2545337,2857,0
Ormdl3,GSM2545337,2433,0
Capg,GSM2545337,63,0
Zbtb21,GSM2545337,1022,0
Sord,GSM2545337,655,0
Tsc22d1,GSM2545337,9989,0
Gpld1,GSM2545337,2478,0
Cdh4,GSM2545337,752,0
Hkdc1,GSM2545337,50,0
Ggact,GSM2545337,1028,0
Zfp493,GSM2545337,207,0
Mkks,GSM2545337,1392,0
Gm15423,GSM2545337,57,0
Npas2,GSM2545337,165,0
Plin4,GSM2545337,448,0
Rragc,GSM2545337,2596,0
Nsun3,GSM2545337,453,0
Hgsnat,GSM2545337,2383,0
Acr,GSM2545337,26,0
Ccdc167,GSM2545337,1326,0
Thap1,GSM2545337,395,0
Egfl8,GSM2545337,114,0
Vps33a,GSM2545337,3729,0
Igbp1,GSM2545337,1104,0
Tbx6,GSM2545337,67,0
Dcst2,GSM2545337,7,0
Rbm28,GSM2545337,1969,0
Pms1,GSM2545337,418,0
Rtcb,GSM2545337,3270,0
Smad9,GSM2545337,1635,0
Ubxn2b,GSM2545337,984,0
Rnf170,GSM2545337,1429,0
Pithd1,GSM2545337,1713,0
Steap3,GSM2545337,104,0
Tomm20,GSM2545337,7574,0
Klf15,GSM2545337,1270,0
Amz2,GSM2545337,1633,0
Folh1,GSM2545337,651,0
Ubfd1,GSM2545337,3083,0
Gpx3,GSM2545337,229,0
C4b,GSM2545337,501,0
Mdfi,GSM2545337,422,0
Nucb2,GSM2545337,232,0
Clip4,GSM2545337,1244,0
Tipin,GSM2545337,515,0
Amy1,GSM2545337,644,0
Efhd1,GSM2545337,1485,0
Smim15,GSM2545337,1970,0
Zfp658,GSM2545337,763,0
E2f6,GSM2545337,1749,0
Lix1,GSM2545337,444,0
Coq4,GSM2545337,296,0
Otoa,GSM2545337,41,0
Mex3a,GSM2545337,241,0
Tmem132c,GSM2545337,1003,0
Dclk1,GSM2545337,18467,0
Eml2,GSM2545337,2397,0
Glyr1,GSM2545337,7244,0
Gm1976,GSM2545337,373,0
Smyd3,GSM2545337,1140,0
Dcaf8,GSM2545337,6675,0
Lias,GSM2545337,893,0
Msn,GSM2545337,2856,0
Timmdc1,GSM2545337,588,0
H2-Q6,GSM2545337,27,0
Asic3,GSM2545337,48,0
Col5a3,GSM2545337,251,0
Stx3,GSM2545337,2029,0
AW046200,GSM2545337,144,0
Hsf1,GSM2545337,1162,0
Colq,GSM2545337,134,0
Rcor3,GSM2545337,1145,0
Slc6a20a,GSM2545337,591,0
Prps1,GSM2545337,1823,0
Keap1,GSM2545337,1650,0
Tap2,GSM2545337,256,0
Slc16a7,GSM2545337,1766,0
Eif2b3,GSM2545337,484,0
Flywch1,GSM2545337,9775,0
Amigo2,GSM2545337,700,0
Hspd1,GSM2545337,7711,0
Sost,GSM2545337,41,0
Gm8615,GSM2545337,23,0
Kcnk13,GSM2545337,163,0
Tspyl2,GSM2545337,3887,0
Spsb3,GSM2545337,1869,0
Gm8493,GSM2545337,25,0
Fgf22,GSM2545337,41,0
Slc6a6,GSM2545337,4548,0
Xist,GSM2545337,41866,0
Ddx3y,GSM2545337,1,0
Eif2s3y,GSM2545337,0,0
Kdm5d,GSM2545337,0,0
Uty,GSM2545337,0,0
Eif2s3x,GSM2545337,2314,0
Kdm6a,GSM2545337,3366,0
Casp12,GSM2545337,284,0
Ddx3x,GSM2545337,24110,0
Prl2c3,GSM2545337,91,0
Casp1,GSM2545337,92,0
Pbdc1,GSM2545337,542,0
Kdm5c,GSM2545337,5348,0
Ctxn2,GSM2545337,103,0
Ldoc1,GSM2545337,332,0
Gpr179,GSM2545337,18,0
Pou4f1,GSM2545337,14,0
Tmprss3,GSM2545337,48,0
Prl2c2,GSM2545337,19,0
Slc35b1,GSM2545337,1255,0
Myoc,GSM2545337,383,0
Cartpt,GSM2545337,5,0
Tchh,GSM2545337,66,0
H2-Q2,GSM2545337,15,0
Ascl1,GSM2545337,66,0
Crhr1,GSM2545337,2277,0
Gm4017,GSM2545337,16,0
Impg1,GSM2545337,39,0
Rxfp3,GSM2545337,22,0
AI504432,GSM2545337,1085,0
Mpo,GSM2545337,6,0
Oxtr,GSM2545337,23,0
Usp2,GSM2545337,3515,0
Lor,GSM2545337,6,0
Srrm4,GSM2545337,3639,0
Slc35g1,GSM2545337,161,0
Tceal6,GSM2545337,1087,0
Dach2,GSM2545337,122,0
Lgr6,GSM2545337,308,0
Kcna4,GSM2545337,224,0
Zfyve28,GSM2545337,2568,0
Hps4,GSM2545337,702,0
Ucp3,GSM2545337,80,0
Mettl17,GSM2545337,674,0
Atg9b,GSM2545337,33,0
Usp3,GSM2545337,4478,0
Acta2,GSM2545337,188,0
Wdr24,GSM2545337,553,0
Zw10,GSM2545337,1394,0
Ubtd2,GSM2545337,2125,0
Slc6a4,GSM2545337,8,0
Cog1,GSM2545337,1821,0
S100a9,GSM2545337,80,0
Nadk,GSM2545337,2285,0
Col6a1,GSM2545337,508,0
Susd2,GSM2545337,236,0
Fam53b,GSM2545337,2163,0
Npas1,GSM2545337,10,0
Rhbdf1,GSM2545337,392,0
Cacnb1,GSM2545337,719,0
Zfp579,GSM2545337,775,0
Dtx4,GSM2545337,930,0
Chrm3,GSM2545337,112,0
Plcl2,GSM2545337,1676,0
Ptprj,GSM2545337,3313,0
Cyhr1,GSM2545337,5314,0
Stx5a,GSM2545337,2087,0
Smim8,GSM2545337,390,0
Pappa2,GSM2545337,7,0
Stbd1,GSM2545337,37,0
Rln3,GSM2545337,2,0
Ldlr,GSM2545337,1035,0
Bmp2,GSM2545337,70,0
Itga10,GSM2545337,268,0
Unc45a,GSM2545337,1352,0
Hap1,GSM2545337,2379,0
Gm35339,GSM2545337,250,0
Serpinb8,GSM2545337,108,0
Tmem200c,GSM2545337,204,0
Ngb,GSM2545337,56,0
Myh11,GSM2545337,238,0
Ass1,GSM2545337,350,0
Ccdc28b,GSM2545337,1432,0
Vsx2,GSM2545337,4,0
Klhl1,GSM2545337,254,0
Slit1,GSM2545337,129,0
Rbm10,GSM2545337,2704,0
Sgk1,GSM2545337,3934,0
Zbtb24,GSM2545337,647,0
Kif5a,GSM2545337,33237,0
Alox8,GSM2545337,112,0
Rgcc,GSM2545337,303,0
Olfr1033,GSM2545337,71,0
Lrrn4,GSM2545337,5,0
Trim59,GSM2545337,877,0
Pnma2,GSM2545337,315,0
Arc,GSM2545337,646,0
Lypd6b,GSM2545337,100,0
Prkar2b,GSM2545337,779,0
Gabrd,GSM2545337,4638,0
Sh3gl1,GSM2545337,1456,0
Rab9b,GSM2545337,972,0
Slc9a2,GSM2545337,182,0
Gata3,GSM2545337,16,0
Rnd3,GSM2545337,546,0
Tdgf1,GSM2545337,224,0
Tph2,GSM2545337,36,0
Gprc5c,GSM2545337,2186,0
Syt16,GSM2545337,261,0
Cdyl,GSM2545337,472,0
St8sia2,GSM2545337,87,0
Usp19,GSM2545337,5605,0
Foxj2,GSM2545337,2291,0
Wdfy2,GSM2545337,1637,0
Fibcd1,GSM2545337,49,0
Hs3st4,GSM2545337,121,0
Rab27b,GSM2545337,395,0
Gm4988,GSM2545337,108,0
Hebp1,GSM2545337,238,0
Mrgpre,GSM2545337,85,0
Slc22a4,GSM2545337,2401,0
Txndc11,GSM2545337,1187,0
Pgr15l,GSM2545337,8,0
Evpl,GSM2545337,32,0
Pax7,GSM2545337,5,0
Trim65,GSM2545337,149,0
Gm33533,GSM2545337,24,0
Otof,GSM2545337,139,0
Alk,GSM2545337,38,0
Acap3,GSM2545337,3142,0
Erdr1,GSM2545337,331,0
Kcnq5,GSM2545337,144,0
Msln,GSM2545337,43,0
Tbc1d20,GSM2545337,1239,0
Slc16a10,GSM2545337,245,0
Errfi1,GSM2545337,1808,0
Nr2e1,GSM2545337,9,0
Gpr149,GSM2545337,13,0
Plcxd1,GSM2545337,116,0
Lrch3,GSM2545337,5051,0
Morc2b,GSM2545337,153,0
Elfn1,GSM2545337,88,0
Rnf180,GSM2545337,270,0
Pcdhb8,GSM2545337,109,0
Creg2,GSM2545337,340,0
Erich3,GSM2545337,690,0
Rpp25,GSM2545337,132,0
Fgfr1,GSM2545337,5617,0
Sfrp2,GSM2545337,29,0
Rprm,GSM2545337,72,0
Tmem120b,GSM2545337,393,0
Tpra1,GSM2545337,1472,0
Igsf9,GSM2545337,23,0
Jakmip1,GSM2545337,763,0
Hsf4,GSM2545337,113,0
Pcbd1,GSM2545337,122,0
Rasgrf2,GSM2545337,543,0
Dgkk,GSM2545337,64,0
Paxip1,GSM2545337,1659,0
Smtn,GSM2545337,228,0
Cmpk2,GSM2545337,513,0
Drd4,GSM2545337,12,0
Samd11,GSM2545337,25,0
Magel2,GSM2545337,35,0
Csrnp3,GSM2545337,1822,0
Zfp941,GSM2545337,654,0
Lrrc1,GSM2545337,578,0
Tmie,GSM2545337,215,0
Pcdh8,GSM2545337,112,0
Glra2,GSM2545337,222,0
Gpatch8,GSM2545337,4812,0
Slc6a16,GSM2545337,12,0
Grm7,GSM2545337,1001,0
Ybx3,GSM2545337,1601,0
Tenm3,GSM2545337,751,0
Npffr1,GSM2545337,7,0
Slc39a11,GSM2545337,310,0
Otp,GSM2545337,5,0
Hoga1,GSM2545337,68,0
Egfl6,GSM2545337,12,0
Plch2,GSM2545337,6882,0
Pde11a,GSM2545337,50,0
Zfp335,GSM2545337,1281,0
Gpr61,GSM2545337,186,0
Tox,GSM2545337,79,0
Gabrr1,GSM2545337,5,0
Jun,GSM2545337,2661,0
Cox7b2,GSM2545337,19,0
Mn1,GSM2545337,131,0
Tmem130,GSM2545337,3331,0
Dusp11,GSM2545337,7540,0
Tmem91,GSM2545337,107,0
Rbms2,GSM2545337,824,0
Inpp5j,GSM2545337,4649,0
Vstm2a,GSM2545337,1037,0
C1qtnf2,GSM2545337,32,0
Ctns,GSM2545337,1097,0
Smarcd2,GSM2545337,2285,0
Dbpht2,GSM2545337,91,0
Ltbp2,GSM2545337,1109,0
Drd1,GSM2545337,25,0
Dact2,GSM2545337,132,0
E4f1,GSM2545337,924,0
Zfp598,GSM2545337,1885,0
Zcchc12,GSM2545337,652,0
Zfp263,GSM2545337,1132,0
Tspyl3,GSM2545337,479,0
Arhgap10,GSM2545337,659,0
Plxnb2,GSM2545337,5213,0
Doc2a,GSM2545337,82,0
Tmem29,GSM2545337,510,0
Dpf2,GSM2545337,2540,0
Foxl2os,GSM2545337,31,0
Slc47a1,GSM2545337,344,0
Nap1l5,GSM2545337,18287,0
Mapk7,GSM2545337,882,0
Grem2,GSM2545337,132,0
Pcdh10,GSM2545337,1839,0
Nol3,GSM2545337,266,0
Gpr83,GSM2545337,51,0
Nrsn2,GSM2545337,1723,0
Prss16,GSM2545337,25,0
Pcdh18,GSM2545337,159,0
Emx2,GSM2545337,4,0
Ccdc81,GSM2545337,64,0
Rwdd2a,GSM2545337,268,0
Mpped1,GSM2545337,210,0
Galnt7,GSM2545337,2102,0
S100a8,GSM2545337,63,0
Mau2,GSM2545337,4617,0
Ptpn23,GSM2545337,2061,0
Sstr1,GSM2545337,125,0
Wdfy4,GSM2545337,32,0
Anxa3,GSM2545337,324,0
C3,GSM2545337,45,0
Tead4,GSM2545337,239,0
Clvs2,GSM2545337,287,0
Gaa,GSM2545337,5783,0
Zfp219,GSM2545337,4812,0
Bves,GSM2545337,17,0
Tmem161a,GSM2545337,770,0
Unc5d,GSM2545337,592,0
Cd180,GSM2545337,33,0
Scml4,GSM2545337,24,0
Stk38,GSM2545337,2040,0
Sox17,GSM2545337,239,0
Srsf9,GSM2545337,1271,0
Herpud1,GSM2545337,2708,0
Hmbs,GSM2545337,415,0
Gm2824,GSM2545337,53,0
Mir1901,GSM2545337,45,0
Adamts19,GSM2545337,12,0
Zfp36l1,GSM2545337,1446,0
Impact,GSM2545337,6706,0
Trmt6,GSM2545337,1479,0
Plekhm1,GSM2545337,1597,0
Basp1,GSM2545337,1037,0
Grid1,GSM2545337,937,0
Zdbf2,GSM2545337,639,0
Tal1,GSM2545337,76,0
Raf1,GSM2545337,3679,0
Pgpep1l,GSM2545337,19,0
Fzd4,GSM2545337,968,0
Tfdp1,GSM2545337,1806,0
Pdzrn4,GSM2545337,72,0
Ier3,GSM2545337,349,0
Mir378a,GSM2545337,11,0
Magee2,GSM2545337,93,0
Plekhg2,GSM2545337,255,0
Boc,GSM2545337,3332,0
Ddx39b,GSM2545337,4639,0
H2-T24,GSM2545337,69,0
Insm1,GSM2545337,22,0
Vstm5,GSM2545337,58,0
Kctd4,GSM2545337,169,0
Oprm1,GSM2545337,112,0
Zfand6,GSM2545337,2267,0
Cx3cl1,GSM2545337,2354,0
Tacr3,GSM2545337,51,0
Gpr4,GSM2545337,141,0
Ptgis,GSM2545337,61,0
Ccdc28a,GSM2545337,408,0
Ido2,GSM2545337,6,0
Elfn2,GSM2545337,881,0
Ngp,GSM2545337,50,0
Ptpro,GSM2545337,278,0
Neto1,GSM2545337,214,0
Col6a2,GSM2545337,407,0
Fev,GSM2545337,0,0
Mmab,GSM2545337,499,0
Resp18,GSM2545337,555,0
Amn,GSM2545337,21,0
Tmem132b,GSM2545337,585,0
St6gal2,GSM2545337,193,0
Tbc1d25,GSM2545337,706,0
Pdcd2l,GSM2545337,494,0
Acot3,GSM2545337,14,0
Gm5468,GSM2545337,8,0
Atg16l1,GSM2545337,1738,0
Rpl14-ps1,GSM2545337,35,0
Glra3,GSM2545337,176,0
Plekhh3,GSM2545337,1483,0
Pcdhga1,GSM2545337,164,0
Gm9899,GSM2545337,1155,0
Eps8l1,GSM2545337,383,0
Serpina3g,GSM2545337,10,0
Pcdh17,GSM2545337,1564,0
Riok3,GSM2545337,3338,0
Dcaf12l2,GSM2545337,18,0
Ankrd6,GSM2545337,472,0
Dhrs11,GSM2545337,369,0
Zdhhc22,GSM2545337,178,0
Hmgb3,GSM2545337,436,0
Mid1,GSM2545337,264,0
Celf3,GSM2545337,1309,0
Akap5,GSM2545337,285,0
Phlda3,GSM2545337,435,0
Arfgap2,GSM2545337,2882,0
Gabpb1,GSM2545337,1028,0
Mybpc1,GSM2545337,3051,0
Nfkbia,GSM2545337,740,0
Gabra3,GSM2545337,746,0
Gtpbp2,GSM2545337,2050,0
Ptgdr,GSM2545337,26,0
Myh15,GSM2545337,37,0
Ciz1,GSM2545337,1301,0
Tmem62,GSM2545337,2643,0
Pan3,GSM2545337,3978,0
Pld3,GSM2545337,2118,0
Trim3,GSM2545337,5442,0
Spata2l,GSM2545337,639,0
Gm2223,GSM2545337,17,0
Dnah1,GSM2545337,76,0
Pnoc,GSM2545337,81,0
Dzank1,GSM2545337,7312,0
Safb2,GSM2545337,2838,0
Rnf128,GSM2545337,1021,0
Jpx,GSM2545337,306,0
Il16,GSM2545337,6807,0
Slc26a7,GSM2545337,292,0
Rspo1,GSM2545337,8,0
Hcfc2,GSM2545337,1773,0
Gm35315,GSM2545337,53,0
Tyrp1,GSM2545337,7,0
Pank4,GSM2545337,1469,0
Ngef,GSM2545337,498,0
Llgl1,GSM2545337,2641,0
Usp12,GSM2545337,2476,0
Ppp2r2d,GSM2545337,1862,0
Zfp677,GSM2545337,150,0
Heyl,GSM2545337,109,0
Sin3b,GSM2545337,2093,0
Sidt1,GSM2545337,1741,0
Spin2c,GSM2545337,108,0
Wasf2,GSM2545337,1211,0
Tmem14a,GSM2545337,590,0
Cntnap5a,GSM2545337,565,0
Ccm2l,GSM2545337,110,0
Sema3e,GSM2545337,807,0
Il18bp,GSM2545337,387,0
Slc35f1,GSM2545337,1300,0
Best1,GSM2545337,14,0
Pde8b,GSM2545337,628,0
Htr7,GSM2545337,55,0
Cfap57,GSM2545337,36,0
Sgsm1,GSM2545337,3436,0
Scn3b,GSM2545337,305,0
Mark3,GSM2545337,3463,0
Acsl5,GSM2545337,470,0
Qpct,GSM2545337,161,0
Iqcc,GSM2545337,553,0
Noc2l,GSM2545337,2055,0
Slc25a27,GSM2545337,4009,0
Kdm4b,GSM2545337,2402,0
Pde1b,GSM2545337,994,0
Pcdha10,GSM2545337,89,0
Gja5,GSM2545337,30,0
Irs4,GSM2545337,20,0
Mamdc4,GSM2545337,117,0
Mthfd2l,GSM2545337,213,0
Lrrtm1,GSM2545337,230,0
Tacr1,GSM2545337,55,0
Lmo3,GSM2545337,168,0
Psg16,GSM2545337,838,0
Abcc8,GSM2545337,1966,0
Epc1,GSM2545337,2628,0
Slc6a7,GSM2545337,354,0
Col4a5,GSM2545337,400,0
Gm8013,GSM2545337,8,0
Clpx,GSM2545337,1683,0
Dffb,GSM2545337,283,0
Senp3,GSM2545337,2085,0
Hhex,GSM2545337,51,0
Per2,GSM2545337,3296,0
Rnpep,GSM2545337,1261,0
Ttll1,GSM2545337,662,0
Ppp1r1c,GSM2545337,10,0
Moxd1,GSM2545337,232,0
Susd6,GSM2545337,4842,0
Ighm,GSM2545337,109,0
Fam131a,GSM2545337,3244,0
Zfp92,GSM2545337,46,0
Kirrel,GSM2545337,448,0
Npsr1,GSM2545337,10,0
Kcnj16,GSM2545337,1441,0
Atg10,GSM2545337,262,0
Vwc2l,GSM2545337,49,0
Sox14,GSM2545337,20,0
Zc3h3,GSM2545337,424,0
Gak,GSM2545337,3853,0
Tox2,GSM2545337,141,0
Tenm2,GSM2545337,930,0
Begain,GSM2545337,660,0
Dsc3,GSM2545337,12,0
Fbll1,GSM2545337,292,0
Dnah7a,GSM2545337,18,0
Gm3764,GSM2545337,2762,0
Strip1,GSM2545337,2638,0
Nmnat3,GSM2545337,23,0
Lims2,GSM2545337,276,0
Fam43b,GSM2545337,158,0
Ccnl2,GSM2545337,7979,0
Gm11627,GSM2545337,15,0
Rabl2,GSM2545337,773,0
Kcnj3,GSM2545337,5347,0
Zfp36,GSM2545337,133,0
Slc2a1,GSM2545337,4260,0
Cnksr3,GSM2545337,2834,0
AW551984,GSM2545337,265,0
Hykk,GSM2545337,253,0
Rnasel,GSM2545337,87,0
Shc1,GSM2545337,402,0
