gene,sample,expression,time
Setd7,GSM2545339,13413,4
Btf3l4,GSM2545339,1736,4
Acbd4,GSM2545339,1238,4
Gm16835,GSM2545339,151,4
Gpr37,GSM2545339,1986,4
Prr5l,GSM2545339,508,4
Slain1,GSM2545339,1853,4
Calr,GSM2545339,10476,4
Bst1,GSM2545339,14,4
Fmnl3,GSM2545339,351,4
Gpr89,GSM2545339,670,4
Zranb1,GSM2545339,5306,4
Col27a1,GSM2545339,1061,4
Emc8,GSM2545339,2564,4
Ormdl3,GSM2545339,2574,4
Capg,GSM2545339,78,4
Zbtb21,GSM2545339,924,4
Sord,GSM2545339,733,4
Tsc22d1,GSM2545339,10100,4
Gpld1,GSM2545339,2871,4
Cdh4,GSM2545339,702,4
Hkdc1,GSM2545339,48,4
Ggact,GSM2545339,1102,4
Zfp493,GSM2545339,182,4
Mkks,GSM2545339,1516,4
Gm15423,GSM2545339,65,4
Npas2,GSM2545339,220,4
Plin4,GSM2545339,318,4
Rragc,GSM2545339,2480,4
Nsun3,GSM2545339,385,4
Hgsnat,GSM2545339,2386,4
Acr,GSM2545339,31,4
Ccdc167,GSM2545339,987,4
Thap1,GSM2545339,387,4
Egfl8,GSM2545339,147,4
Vps33a,GSM2545339,3796,4
Igbp1,GSM2545339,1307,4
Tbx6,GSM2545339,87,4
Dcst2,GSM2545339,19,4
Rbm28,GSM2545339,1877,4
Pms1,GSM2545339,408,4
Rtcb,GSM2545339,3747,4
Smad9,GSM2545339,1470,4
Ubxn2b,GSM2545339,771,4
Rnf170,GSM2545339,1507,4
Pithd1,GSM2545339,2021,4
Steap3,GSM2545339,82,4
Tomm20,GSM2545339,7723,4
Klf15,GSM2545339,1152,4
Amz2,GSM2545339,1475,4
Folh1,GSM2545339,718,4
Ubfd1,GSM2545339,3213,4
Gpx3,GSM2545339,476,4
C4b,GSM2545339,773,4
Mdfi,GSM2545339,342,4
Nucb2,GSM2545339,294,4
Clip4,GSM2545339,1373,4
Tipin,GSM2545339,478,4
Amy1,GSM2545339,898,4
Efhd1,GSM2545339,1377,4
Smim15,GSM2545339,2175,4
Zfp658,GSM2545339,616,4
E2f6,GSM2545339,1914,4
Lix1,GSM2545339,447,4
Coq4,GSM2545339,301,4
Otoa,GSM2545339,47,4
Mex3a,GSM2545339,191,4
Tmem132c,GSM2545339,998,4
Dclk1,GSM2545339,15189,4
Eml2,GSM2545339,3375,4
Glyr1,GSM2545339,6953,4
Gm1976,GSM2545339,312,4
Smyd3,GSM2545339,998,4
Dcaf8,GSM2545339,7038,4
Lias,GSM2545339,982,4
Msn,GSM2545339,2487,4
Timmdc1,GSM2545339,554,4
H2-Q6,GSM2545339,57,4
Asic3,GSM2545339,43,4
Col5a3,GSM2545339,282,4
Stx3,GSM2545339,2353,4
AW046200,GSM2545339,121,4
Hsf1,GSM2545339,1374,4
Colq,GSM2545339,120,4
Rcor3,GSM2545339,1171,4
Slc6a20a,GSM2545339,646,4
Prps1,GSM2545339,2034,4
Keap1,GSM2545339,1755,4
Tap2,GSM2545339,319,4
Slc16a7,GSM2545339,1297,4
Eif2b3,GSM2545339,485,4
Flywch1,GSM2545339,11077,4
Amigo2,GSM2545339,784,4
Hspd1,GSM2545339,7070,4
Sost,GSM2545339,29,4
Gm8615,GSM2545339,27,4
Kcnk13,GSM2545339,175,4
Tspyl2,GSM2545339,4626,4
Spsb3,GSM2545339,2029,4
Gm8493,GSM2545339,35,4
Fgf22,GSM2545339,64,4
Slc6a6,GSM2545339,3913,4
Xist,GSM2545339,32182,4
Ddx3y,GSM2545339,0,4
Eif2s3y,GSM2545339,0,4
Kdm5d,GSM2545339,0,4
Uty,GSM2545339,0,4
Eif2s3x,GSM2545339,2519,4
Kdm6a,GSM2545339,3246,4
Casp12,GSM2545339,301,4
Ddx3x,GSM2545339,25909,4
Prl2c3,GSM2545339,91,4
Casp1,GSM2545339,105,4
Pbdc1,GSM2545339,577,4
Kdm5c,GSM2545339,4685,4
Ctxn2,GSM2545339,194,4
Ldoc1,GSM2545339,347,4
Gpr179,GSM2545339,46,4
Pou4f1,GSM2545339,66,4
Tmprss3,GSM2545339,36,4
Prl2c2,GSM2545339,19,4
Slc35b1,GSM2545339,1294,4
Myoc,GSM2545339,347,4
Cartpt,GSM2545339,102,4
Tchh,GSM2545339,86,4
H2-Q2,GSM2545339,53,4
Ascl1,GSM2545339,71,4
Crhr1,GSM2545339,2768,4
Gm4017,GSM2545339,3,4
Impg1,GSM2545339,39,4
Rxfp3,GSM2545339,35,4
AI504432,GSM2545339,1284,4
Mpo,GSM2545339,14,4
Oxtr,GSM2545339,27,4
Usp2,GSM2545339,3345,4
Lor,GSM2545339,20,4
Srrm4,GSM2545339,3019,4
Slc35g1,GSM2545339,140,4
Tceal6,GSM2545339,1142,4
Dach2,GSM2545339,113,4
Lgr6,GSM2545339,323,4
Kcna4,GSM2545339,221,4
Zfyve28,GSM2545339,2623,4
Hps4,GSM2545339,693,4
Ucp3,GSM2545339,82,4
Mettl17,GSM2545339,721,4
Atg9b,GSM2545339,121,4
Usp3,GSM2545339,4347,4
Acta2,GSM2545339,204,4
Wdr24,GSM2545339,545,4
Zw10,GSM2545339,1376,4
Ubtd2,GSM2545339,1705,4
Slc6a4,GSM2545339,373,4
Cog1,GSM2545339,1796,4
S100a9,GSM2545339,210,4
Nadk,GSM2545339,2286,4
Col6a1,GSM2545339,412,4
Susd2,GSM2545339,338,4
Fam53b,GSM2545339,2164,4
Npas1,GSM2545339,62,4
Rhbdf1,GSM2545339,399,4
Cacnb1,GSM2545339,740,4
Zfp579,GSM2545339,761,4
Dtx4,GSM2545339,1021,4
Chrm3,GSM2545339,197,4
Plcl2,GSM2545339,1662,4
Ptprj,GSM2545339,2664,4
Cyhr1,GSM2545339,5583,4
Stx5a,GSM2545339,2187,4
Smim8,GSM2545339,410,4
Pappa2,GSM2545339,10,4
Stbd1,GSM2545339,29,4
Rln3,GSM2545339,20,4
Ldlr,GSM2545339,1151,4
Bmp2,GSM2545339,69,4
Itga10,GSM2545339,236,4
Unc45a,GSM2545339,1306,4
Hap1,GSM2545339,3849,4
Gm35339,GSM2545339,307,4
Serpinb8,GSM2545339,77,4
Tmem200c,GSM2545339,234,4
Ngb,GSM2545339,135,4
Myh11,GSM2545339,231,4
Ass1,GSM2545339,531,4
Ccdc28b,GSM2545339,1293,4
Vsx2,GSM2545339,19,4
Klhl1,GSM2545339,458,4
Slit1,GSM2545339,400,4
Rbm10,GSM2545339,2456,4
Sgk1,GSM2545339,5212,4
Zbtb24,GSM2545339,612,4
Kif5a,GSM2545339,40585,4
Alox8,GSM2545339,127,4
Rgcc,GSM2545339,293,4
Olfr1033,GSM2545339,43,4
Lrrn4,GSM2545339,10,4
Trim59,GSM2545339,918,4
Pnma2,GSM2545339,578,4
Arc,GSM2545339,789,4
Lypd6b,GSM2545339,231,4
Prkar2b,GSM2545339,1054,4
Gabrd,GSM2545339,4960,4
Sh3gl1,GSM2545339,1385,4
Rab9b,GSM2545339,1137,4
Slc9a2,GSM2545339,131,4
Gata3,GSM2545339,67,4
Rnd3,GSM2545339,605,4
Tdgf1,GSM2545339,174,4
Tph2,GSM2545339,632,4
Gprc5c,GSM2545339,1961,4
Syt16,GSM2545339,299,4
Cdyl,GSM2545339,427,4
St8sia2,GSM2545339,104,4
Usp19,GSM2545339,5563,4
Foxj2,GSM2545339,2169,4
Wdfy2,GSM2545339,1603,4
Fibcd1,GSM2545339,125,4
Hs3st4,GSM2545339,169,4
Rab27b,GSM2545339,679,4
Gm4988,GSM2545339,126,4
Hebp1,GSM2545339,230,4
Mrgpre,GSM2545339,105,4
Slc22a4,GSM2545339,2272,4
Txndc11,GSM2545339,1164,4
Pgr15l,GSM2545339,54,4
Evpl,GSM2545339,91,4
Pax7,GSM2545339,70,4
Trim65,GSM2545339,107,4
Gm33533,GSM2545339,34,4
Otof,GSM2545339,194,4
Alk,GSM2545339,87,4
Acap3,GSM2545339,2712,4
Erdr1,GSM2545339,664,4
Kcnq5,GSM2545339,212,4
Msln,GSM2545339,27,4
Tbc1d20,GSM2545339,1146,4
Slc16a10,GSM2545339,264,4
Errfi1,GSM2545339,1955,4
Nr2e1,GSM2545339,11,4
Gpr149,GSM2545339,38,4
Plcxd1,GSM2545339,198,4
Lrch3,GSM2545339,4483,4
Morc2b,GSM2545339,129,4
Elfn1,GSM2545339,132,4
Rnf180,GSM2545339,329,4
Pcdhb8,GSM2545339,161,4
Creg2,GSM2545339,534,4
Erich3,GSM2545339,972,4
Rpp25,GSM2545339,234,4
Fgfr1,GSM2545339,5743,4
Sfrp2,GSM2545339,51,4
Rprm,GSM2545339,91,4
Tmem120b,GSM2545339,422,4
Tpra1,GSM2545339,1773,4
Igsf9,GSM2545339,23,4
Jakmip1,GSM2545339,828,4
Hsf4,GSM2545339,249,4
Pcbd1,GSM2545339,144,4
Rasgrf2,GSM2545339,1160,4
Dgkk,GSM2545339,185,4
Paxip1,GSM2545339,1513,4
Smtn,GSM2545339,210,4
Cmpk2,GSM2545339,758,4
Drd4,GSM2545339,9,4
Samd11,GSM2545339,24,4
Magel2,GSM2545339,61,4
Csrnp3,GSM2545339,1795,4
Zfp941,GSM2545339,782,4
Lrrc1,GSM2545339,667,4
Tmie,GSM2545339,263,4
Pcdh8,GSM2545339,193,4
Glra2,GSM2545339,241,4
Gpatch8,GSM2545339,4339,4
Slc6a16,GSM2545339,24,4
Grm7,GSM2545339,1102,4
Ybx3,GSM2545339,1458,4
Tenm3,GSM2545339,1016,4
Npffr1,GSM2545339,15,4
Slc39a11,GSM2545339,394,4
Otp,GSM2545339,18,4
Hoga1,GSM2545339,52,4
Egfl6,GSM2545339,25,4
Plch2,GSM2545339,6721,4
Pde11a,GSM2545339,73,4
Zfp335,GSM2545339,1335,4
Gpr61,GSM2545339,222,4
Tox,GSM2545339,138,4
Gabrr1,GSM2545339,14,4
Jun,GSM2545339,2066,4
Cox7b2,GSM2545339,15,4
Mn1,GSM2545339,172,4
Tmem130,GSM2545339,3573,4
Dusp11,GSM2545339,7345,4
Tmem91,GSM2545339,158,4
Rbms2,GSM2545339,755,4
Inpp5j,GSM2545339,4583,4
Vstm2a,GSM2545339,1694,4
C1qtnf2,GSM2545339,29,4
Ctns,GSM2545339,1020,4
Smarcd2,GSM2545339,2475,4
Dbpht2,GSM2545339,93,4
Ltbp2,GSM2545339,1361,4
Drd1,GSM2545339,36,4
Dact2,GSM2545339,200,4
E4f1,GSM2545339,871,4
Zfp598,GSM2545339,2092,4
Zcchc12,GSM2545339,1722,4
Zfp263,GSM2545339,1296,4
Tspyl3,GSM2545339,562,4
Arhgap10,GSM2545339,507,4
Plxnb2,GSM2545339,5094,4
Doc2a,GSM2545339,211,4
Tmem29,GSM2545339,543,4
Dpf2,GSM2545339,2670,4
Foxl2os,GSM2545339,35,4
Slc47a1,GSM2545339,204,4
Nap1l5,GSM2545339,21950,4
Mapk7,GSM2545339,952,4
Grem2,GSM2545339,293,4
Pcdh10,GSM2545339,2053,4
Nol3,GSM2545339,274,4
Gpr83,GSM2545339,112,4
Nrsn2,GSM2545339,2218,4
Prss16,GSM2545339,21,4
Pcdh18,GSM2545339,221,4
Emx2,GSM2545339,21,4
Ccdc81,GSM2545339,60,4
Rwdd2a,GSM2545339,414,4
Mpped1,GSM2545339,357,4
Galnt7,GSM2545339,2090,4
S100a8,GSM2545339,154,4
Mau2,GSM2545339,4065,4
Ptpn23,GSM2545339,2413,4
Sstr1,GSM2545339,254,4
Wdfy4,GSM2545339,57,4
Anxa3,GSM2545339,368,4
C3,GSM2545339,51,4
Tead4,GSM2545339,174,4
Clvs2,GSM2545339,445,4
Gaa,GSM2545339,6893,4
Zfp219,GSM2545339,4748,4
Bves,GSM2545339,40,4
Tmem161a,GSM2545339,805,4
Unc5d,GSM2545339,643,4
Cd180,GSM2545339,45,4
Scml4,GSM2545339,34,4
Stk38,GSM2545339,2008,4
Sox17,GSM2545339,220,4
Srsf9,GSM2545339,1332,4
Herpud1,GSM2545339,2633,4
Hmbs,GSM2545339,433,4
Gm2824,GSM2545339,85,4
Mir1901,GSM2545339,32,4
Adamts19,GSM2545339,21,4
Zfp36l1,GSM2545339,1300,4
Impact,GSM2545339,9742,4
Trmt6,GSM2545339,1421,4
Plekhm1,GSM2545339,1393,4
Basp1,GSM2545339,1911,4
Grid1,GSM2545339,767,4
Zdbf2,GSM2545339,823,4
Tal1,GSM2545339,144,4
Raf1,GSM2545339,3744,4
Pgpep1l,GSM2545339,12,4
Fzd4,GSM2545339,742,4
Tfdp1,GSM2545339,1852,4
Pdzrn4,GSM2545339,106,4
Ier3,GSM2545339,402,4
Mir378a,GSM2545339,6,4
Magee2,GSM2545339,110,4
Plekhg2,GSM2545339,194,4
Boc,GSM2545339,3332,4
Ddx39b,GSM2545339,4345,4
H2-T24,GSM2545339,123,4
Insm1,GSM2545339,27,4
Vstm5,GSM2545339,153,4
Kctd4,GSM2545339,252,4
Oprm1,GSM2545339,199,4
Zfand6,GSM2545339,2526,4
Cx3cl1,GSM2545339,2987,4
Tacr3,GSM2545339,137,4
Gpr4,GSM2545339,133,4
Ptgis,GSM2545339,53,4
Ccdc28a,GSM2545339,503,4
Ido2,GSM2545339,10,4
Elfn2,GSM2545339,1149,4
Ngp,GSM2545339,131,4
Ptpro,GSM2545339,375,4
Neto1,GSM2545339,383,4
Col6a2,GSM2545339,258,4
Fev,GSM2545339,18,4
Mmab,GSM2545339,588,4
Resp18,GSM2545339,1558,4
Amn,GSM2545339,26,4
Tmem132b,GSM2545339,619,4
St6gal2,GSM2545339,234,4
Tbc1d25,GSM2545339,675,4
Pdcd2l,GSM2545339,545,4
Acot3,GSM2545339,17,4
Gm5468,GSM2545339,10,4
Atg16l1,GSM2545339,2002,4
Rpl14-ps1,GSM2545339,30,4
Glra3,GSM2545339,489,4
Plekhh3,GSM2545339,1480,4
Pcdhga1,GSM2545339,118,4
Gm9899,GSM2545339,1062,4
Eps8l1,GSM2545339,579,4
Serpina3g,GSM2545339,20,4
Pcdh17,GSM2545339,1469,4
Riok3,GSM2545339,3342,4
Dcaf12l2,GSM2545339,20,4
Ankrd6,GSM2545339,715,4
Dhrs11,GSM2545339,353,4
Zdhhc22,GSM2545339,282,4
Hmgb3,GSM2545339,356,4
Mid1,GSM2545339,211,4
Celf3,GSM2545339,1371,4
Akap5,GSM2545339,244,4
Phlda3,GSM2545339,584,4
Arfgap2,GSM2545339,2983,4
Gabpb1,GSM2545339,952,4
Mybpc1,GSM2545339,2609,4
Nfkbia,GSM2545339,724,4
Gabra3,GSM2545339,1128,4
Gtpbp2,GSM2545339,2279,4
Ptgdr,GSM2545339,19,4
Myh15,GSM2545339,41,4
Ciz1,GSM2545339,1304,4
Tmem62,GSM2545339,2486,4
Pan3,GSM2545339,3797,4
Pld3,GSM2545339,2769,4
Trim3,GSM2545339,5500,4
Spata2l,GSM2545339,558,4
Gm2223,GSM2545339,38,4
Dnah1,GSM2545339,117,4
Pnoc,GSM2545339,136,4
Dzank1,GSM2545339,7886,4
Safb2,GSM2545339,2867,4
Rnf128,GSM2545339,1141,4
Jpx,GSM2545339,216,4
Il16,GSM2545339,5932,4
Slc26a7,GSM2545339,262,4
Rspo1,GSM2545339,26,4
Hcfc2,GSM2545339,1548,4
Gm35315,GSM2545339,53,4
Tyrp1,GSM2545339,15,4
Pank4,GSM2545339,1730,4
Ngef,GSM2545339,587,4
Llgl1,GSM2545339,2650,4
Usp12,GSM2545339,2339,4
Ppp2r2d,GSM2545339,1858,4
Zfp677,GSM2545339,148,4
Heyl,GSM2545339,145,4
Sin3b,GSM2545339,2042,4
Sidt1,GSM2545339,1385,4
Spin2c,GSM2545339,135,4
Wasf2,GSM2545339,1009,4
Tmem14a,GSM2545339,686,4
Cntnap5a,GSM2545339,772,4
Ccm2l,GSM2545339,126,4
Sema3e,GSM2545339,669,4
Il18bp,GSM2545339,400,4
Slc35f1,GSM2545339,1478,4
Best1,GSM2545339,24,4
Pde8b,GSM2545339,890,4
Htr7,GSM2545339,159,4
Cfap57,GSM2545339,28,4
Sgsm1,GSM2545339,3853,4
Scn3b,GSM2545339,591,4
Mark3,GSM2545339,3190,4
Acsl5,GSM2545339,606,4
Qpct,GSM2545339,236,4
Iqcc,GSM2545339,670,4
Noc2l,GSM2545339,2119,4
Slc25a27,GSM2545339,3312,4
Kdm4b,GSM2545339,2195,4
Pde1b,GSM2545339,1492,4
Pcdha10,GSM2545339,57,4
Gja5,GSM2545339,14,4
Irs4,GSM2545339,105,4
Mamdc4,GSM2545339,145,4
Mthfd2l,GSM2545339,348,4
Lrrtm1,GSM2545339,306,4
Tacr1,GSM2545339,80,4
Lmo3,GSM2545339,357,4
Psg16,GSM2545339,733,4
Abcc8,GSM2545339,2362,4
Epc1,GSM2545339,2223,4
Slc6a7,GSM2545339,497,4
Col4a5,GSM2545339,353,4
Gm8013,GSM2545339,8,4
Clpx,GSM2545339,1743,4
Dffb,GSM2545339,268,4
Senp3,GSM2545339,1947,4
Hhex,GSM2545339,41,4
Per2,GSM2545339,3151,4
Rnpep,GSM2545339,1226,4
Ttll1,GSM2545339,712,4
Ppp1r1c,GSM2545339,14,4
Moxd1,GSM2545339,200,4
Susd6,GSM2545339,4427,4
Ighm,GSM2545339,211,4
Fam131a,GSM2545339,3071,4
Zfp92,GSM2545339,50,4
Kirrel,GSM2545339,371,4
Npsr1,GSM2545339,24,4
Kcnj16,GSM2545339,1054,4
Atg10,GSM2545339,224,4
Vwc2l,GSM2545339,170,4
Sox14,GSM2545339,27,4
Zc3h3,GSM2545339,361,4
Gak,GSM2545339,3874,4
Tox2,GSM2545339,254,4
Tenm2,GSM2545339,1100,4
Begain,GSM2545339,1079,4
Dsc3,GSM2545339,8,4
Fbll1,GSM2545339,342,4
Dnah7a,GSM2545339,29,4
Gm3764,GSM2545339,2764,4
Strip1,GSM2545339,2628,4
Nmnat3,GSM2545339,41,4
Lims2,GSM2545339,224,4
Fam43b,GSM2545339,268,4
Ccnl2,GSM2545339,8444,4
Gm11627,GSM2545339,21,4
Rabl2,GSM2545339,848,4
Kcnj3,GSM2545339,5121,4
Zfp36,GSM2545339,160,4
Slc2a1,GSM2545339,4136,4
Cnksr3,GSM2545339,2386,4
AW551984,GSM2545339,682,4
Hykk,GSM2545339,199,4
Rnasel,GSM2545339,106,4
Shc1,GSM2545339,324,4
Ppp1r12c,GSM2545339,3024,4
Syne4,GSM2545339,306,4
Arrdc2,GSM2545339,456,4
Usp28,GSM2545339,2180,4
Slfn4,GSM2545339,48,4
Pomt2,GSM2545339,1255,4
Gm10432,GSM2545339,122,4
Cngb1,GSM2545339,28,4
Dot1l,GSM2545339,5848,4
Gmnn,GSM2545339,140,4
Ccdc160,GSM2545339,59,4
Ptpn5,GSM2545339,1072,4
Mal2,GSM2545339,483,4
Arap3,GSM2545339,264,4
Mib2,GSM2545339,2503,4
Itgb1bp2,GSM2545339,40,4
Stk32b,GSM2545339,77,4
Dgkb,GSM2545339,1676,4
Pcgf6,GSM2545339,994,4
Serinc2,GSM2545339,585,4
Arhgef37,GSM2545339,606,4
Ltf,GSM2545339,86,4
Timp2,GSM2545339,4037,4
Snora41,GSM2545339,24,4
F3,GSM2545339,1845,4
Tgfbi,GSM2545339,171,4
Rab44,GSM2545339,6,4
Lclat1,GSM2545339,909,4
Arid5b,GSM2545339,1861,4
Col25a1,GSM2545339,624,4
Inpp5b,GSM2545339,2533,4
Dhfr,GSM2545339,288,4
Phkg2,GSM2545339,1615,4
Bcl11a,GSM2545339,543,4
Nr2f1,GSM2545339,1398,4
Trhr,GSM2545339,89,4
Msc,GSM2545339,12,4
Mndal,GSM2545339,160,4
Pou3f2,GSM2545339,585,4
Gm9962,GSM2545339,27,4
Atg16l2,GSM2545339,1138,4
Gm16425,GSM2545339,7,4
Ap1m1,GSM2545339,1840,4
Trpv3,GSM2545339,15,4
Inpp5k,GSM2545339,2074,4
D11Wsu47e,GSM2545339,180,4
Fkbp1b,GSM2545339,288,4
Syvn1,GSM2545339,1944,4
Aldh3a2,GSM2545339,2710,4
Dtd2,GSM2545339,228,4
Pcdh19,GSM2545339,508,4
Gm5526,GSM2545339,19,4
Nsun5,GSM2545339,542,4
Hrh2,GSM2545339,277,4
Lmbr1l,GSM2545339,565,4
Pkn1,GSM2545339,1116,4
Nptx2,GSM2545339,96,4
Ctxn1,GSM2545339,242,4
Rp1,GSM2545339,3,4
Gm7357,GSM2545339,2,4
Mrpl15,GSM2545339,1158,4
Lypla1,GSM2545339,1624,4
Tcea1,GSM2545339,2490,4
Gm6104,GSM2545339,0,4
Atp6v1h,GSM2545339,5140,4
Oprk1,GSM2545339,154,4
Npbwr1,GSM2545339,12,4
Rb1cc1,GSM2545339,6410,4
Gm2147,GSM2545339,0,4
Gm26901,GSM2545339,1,4
Sntg1,GSM2545339,595,4
Gm6187,GSM2545339,0,4
Rrs1,GSM2545339,573,4
Mcmdc2,GSM2545339,20,4
Snhg6,GSM2545339,288,4
Snord87,GSM2545339,3,4
Tcf24,GSM2545339,4,4
Ppp1r42,GSM2545339,13,4
Arfgef1,GSM2545339,5446,4
Cpa6,GSM2545339,4,4
Ncoa2,GSM2545339,4406,4
Tram1,GSM2545339,1439,4
Gm5523,GSM2545339,2,4
Eya1,GSM2545339,218,4
Smt3h2-ps4,GSM2545339,1,4
Trpa1,GSM2545339,2,4
Gm10566,GSM2545339,1,4
Terf1,GSM2545339,622,4
Rdh10,GSM2545339,880,4
Stau2,GSM2545339,3534,4
Ly96,GSM2545339,29,4
Jph1,GSM2545339,1419,4
Gdap1,GSM2545339,6084,4
Rbm6-ps1,GSM2545339,8,4
Pi15,GSM2545339,24,4
Gm28154,GSM2545339,15,4
Gm16070,GSM2545339,0,4
Gm15825,GSM2545339,4,4
Tfap2d,GSM2545339,257,4
Tfap2b,GSM2545339,1497,4
Pkhd1,GSM2545339,2,4
Mir133b,GSM2545339,3,4
Il17f,GSM2545339,0,4
Paqr8,GSM2545339,15182,4
Tram2,GSM2545339,15,4
Gm7658,GSM2545339,13,4
Gm7761,GSM2545339,4,4
Mir30c-2,GSM2545339,11,4
Ogfrl1,GSM2545339,9525,4
Smap1,GSM2545339,2664,4
Fam135a,GSM2545339,2906,4
Col19a1,GSM2545339,1088,4
Lmbrd1,GSM2545339,7896,4
Gm20172,GSM2545339,8,4
Gm29214,GSM2545339,6,4
Gm7846,GSM2545339,7,4
Gm5525,GSM2545339,9,4
Phf3,GSM2545339,4651,4
Khdrbs2,GSM2545339,269,4
Gm5415,GSM2545339,0,4
Zfp451,GSM2545339,1379,4
Gm15455,GSM2545339,6,4
Bend6,GSM2545339,9013,4
Ptpn18,GSM2545339,44,4
Cfc1,GSM2545339,3,4
Amer3,GSM2545339,1914,4
Fam168b,GSM2545339,10515,4
Gm33222,GSM2545339,6,4
Kansl3,GSM2545339,3797,4
Fer1l5,GSM2545339,3,4
Cnnm4,GSM2545339,915,4
Sema4c,GSM2545339,855,4
Cox5b,GSM2545339,5464,4
Zap70,GSM2545339,24,4
Tmem131,GSM2545339,3302,4
Cnga3,GSM2545339,4,4
Unc50,GSM2545339,1445,4
Lipt1,GSM2545339,112,4
Mrpl30,GSM2545339,1128,4
Lyg2,GSM2545339,10,4
Txndc9,GSM2545339,1831,4
Eif5b,GSM2545339,4084,4
Gm16150,GSM2545339,22,4
Gm16152,GSM2545339,6,4
Pdcl3,GSM2545339,1024,4
Rpl31,GSM2545339,3160,4
Tbc1d8,GSM2545339,1709,4
Cnot11,GSM2545339,1006,4
Snord89,GSM2545339,19,4
Rnf149,GSM2545339,797,4
Rfx8,GSM2545339,9,4
Gm16894,GSM2545339,13,4
Il1rl2,GSM2545339,12,4
Il1rl1,GSM2545339,5,4
Il18r1,GSM2545339,1,4
Slc9a4,GSM2545339,6,4
Mfsd9,GSM2545339,160,4
Tmem182,GSM2545339,12,4
Gm28175,GSM2545339,25,4
Pantr1,GSM2545339,269,4
Pou3f3,GSM2545339,1532,4
Pantr2,GSM2545339,36,4
Mrps9,GSM2545339,1170,4
Gpr45,GSM2545339,107,4
Tgfbrap1,GSM2545339,2111,4
Fhl2,GSM2545339,99,4
Nck2,GSM2545339,690,4
Uxs1,GSM2545339,1101,4
Gm16103,GSM2545339,1,4
Tpp2,GSM2545339,2981,4
Tex30,GSM2545339,261,4
Bivm,GSM2545339,995,4
Gulp1,GSM2545339,243,4
Wdr75,GSM2545339,1175,4
Dnah7b,GSM2545339,722,4
Gm4852,GSM2545339,6,4
Gm8337,GSM2545339,19,4
Nabp1,GSM2545339,515,4
Gm17767,GSM2545339,2,4
Myo1b,GSM2545339,846,4
Stat4,GSM2545339,9,4
Stat1,GSM2545339,1746,4
Gls,GSM2545339,10622,4
Rps27a-ps1,GSM2545339,0,4
Gm28178,GSM2545339,6,4
Inpp1,GSM2545339,2738,4
Mstn,GSM2545339,25,4
Asnsd1,GSM2545339,718,4
Gtf3c3,GSM2545339,1112,4
Pgap1,GSM2545339,2353,4
Gm19637,GSM2545339,1,4
Ankrd44,GSM2545339,729,4
Sf3b1,GSM2545339,18026,4
Gm6822,GSM2545339,10,4
Boll,GSM2545339,0,4
Gm8292,GSM2545339,18,4
Plcl1,GSM2545339,1107,4
Gm6644,GSM2545339,3,4
Satb2,GSM2545339,21,4
BC055402,GSM2545339,4,4
Tyw5,GSM2545339,460,4
Spats2l,GSM2545339,496,4
Aox4,GSM2545339,8,4
Aox2,GSM2545339,2,4
Bzw1,GSM2545339,9030,4
Clk1,GSM2545339,9395,4
Ppil3,GSM2545339,369,4
Nif3l1,GSM2545339,595,4
Cflar,GSM2545339,883,4
Casp8,GSM2545339,79,4
Stradb,GSM2545339,970,4
Tmem237,GSM2545339,908,4
Cdk15,GSM2545339,6,4
Fzd7,GSM2545339,1839,4
Sumo1,GSM2545339,3347,4
Fam117b,GSM2545339,3518,4
Wdr12,GSM2545339,1184,4
Nbeal1,GSM2545339,2053,4
Abi2,GSM2545339,4062,4
Cd28,GSM2545339,48,4
Gm11581,GSM2545339,1,4
Icos,GSM2545339,3,4
Nrp2,GSM2545339,475,4
Gm4208,GSM2545339,1,4
Ndufs1,GSM2545339,7413,4
Eef1b2,GSM2545339,4078,4
Gpr1,GSM2545339,12,4
Gm11605,GSM2545339,3,4
Adam23,GSM2545339,6875,4
Dytn,GSM2545339,2,4
Mdh1b,GSM2545339,24,4
Gm13748,GSM2545339,5,4
Ccnyl1,GSM2545339,464,4
Plekhm3,GSM2545339,1882,4
Rpl10a-ps1,GSM2545339,22,4
Cryga,GSM2545339,3,4
Pikfyve,GSM2545339,2892,4
Map2,GSM2545339,28170,4
Unc80,GSM2545339,19022,4
Kansl1l,GSM2545339,1314,4
Acadl,GSM2545339,1801,4
Gm15793,GSM2545339,1,4
Spag16,GSM2545339,108,4
Bard1,GSM2545339,12,4
Abca12,GSM2545339,5,4
Atic,GSM2545339,988,4
Fn1,GSM2545339,2617,4
Gm5256,GSM2545339,0,4
Tmem169,GSM2545339,541,4
Xrcc5,GSM2545339,733,4
Smarcal1,GSM2545339,3045,4
Igfbp2,GSM2545339,1688,4
Gm29183,GSM2545339,3,4
Rufy4,GSM2545339,6,4
Cxcr2,GSM2545339,6,4
Arpc2,GSM2545339,3632,4
Aamp,GSM2545339,4375,4
Tmbim1,GSM2545339,1546,4
Catip,GSM2545339,70,4
Zfp142,GSM2545339,1653,4
Rnf25,GSM2545339,1359,4
Ttll4,GSM2545339,1821,4
Prkag3,GSM2545339,9,4
Gm29539,GSM2545339,2,4
Wnt10a,GSM2545339,11,4
Ihh,GSM2545339,14,4
Slc23a3,GSM2545339,7,4
Zfand2b,GSM2545339,422,4
Ankzf1,GSM2545339,1161,4
Glb1l,GSM2545339,353,4
